,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2021-01-05,224,0,14,0,0,0,0,14,0,0,14,0,0,0,0,0,56,0,0,63
2021-01-06,364,0,28,0,0,0,0,21,7,0,21,7,7,0,0,0,84,0,0,105
2021-01-07,672,7,35,0,0,0,0,35,7,0,35,7,7,0,0,7,140,0,7,182
2021-01-08,1428,14,77,0,0,0,0,84,28,7,77,14,28,7,0,14,322,0,21,378
2021-01-09,2240,14,133,0,0,7,7,140,42,7,119,14,56,7,0,21,511,0,49,623
2021-01-10,2660,28,161,0,0,7,7,168,49,7,140,21,70,14,7,28,609,0,49,707
2021-01-11,3752,35,224,0,7,7,21,238,63,14,175,35,91,21,7,35,861,0,56,1022
2021-01-12,5075,42,273,7,7,21,28,294,91,21,217,49,133,21,14,49,1190,0,84,1351
2021-01-13,6552,56,350,7,14,21,35,357,105,28,273,56,168,35,14,70,1505,0,98,1715
2021-01-14,8400,70,462,21,28,28,35,462,154,35,329,84,231,42,21,91,1904,0,112,2219
2021-01-15,11074,84,595,21,42,35,49,595,189,49,399,119,294,42,35,105,2471,0,140,2842
2021-01-16,12768,91,679,28,49,42,56,707,329,63,462,140,336,56,35,126,2821,0,154,3276
2021-01-17,13517,98,721,28,56,42,63,763,343,63,483,147,350,56,35,140,3024,0,161,3472
2021-01-18,15155,105,791,35,63,49,77,826,364,70,532,168,392,63,42,147,3360,0,175,3857
2021-01-19,16730,119,861,49,84,56,77,889,399,77,567,175,455,84,49,168,3703,0,189,4242
2021-01-20,18858,140,973,63,91,70,98,987,441,84,616,196,511,98,56,189,4158,0,203,4760
2021-01-21,22029,154,1134,77,112,77,105,1134,518,105,693,238,581,119,56,224,4865,0,245,5481
2021-01-22,26124,175,1330,91,140,98,126,1309,623,119,784,273,672,133,70,266,5754,0,287,6482
2021-01-23,29379,203,1484,112,147,112,154,1456,707,140,840,294,735,147,77,301,6454,0,315,7252
2021-01-24,30821,210,1554,112,154,112,154,1526,749,161,875,308,777,161,84,322,6804,0,336,7609
2021-01-25,32879,231,1666,126,168,119,168,1659,805,168,910,322,840,168,84,350,7294,0,364,8134
2021-01-26,35371,259,1813,133,182,119,182,1855,875,182,980,336,910,182,91,371,7875,0,392,8785
2021-01-27,38045,280,1967,140,189,133,203,2009,973,245,1071,378,994,210,105,406,8421,0,427,9443
2021-01-28,40887,315,2149,154,210,140,217,2184,1092,329,1134,420,1078,231,112,441,8967,0,462,10108
2021-01-29,44268,350,2310,168,217,154,252,2401,1253,392,1225,483,1162,252,119,490,9688,0,497,10885
2021-01-30,46879,385,2429,182,224,161,259,2541,1365,427,1302,511,1211,252,126,518,10241,0,525,11480
2021-01-31,48335,392,2499,182,238,161,266,2681,1428,448,1358,518,1246,259,133,539,10619,0,532,11760
2021-02-01,50190,413,2597,189,238,175,280,2807,1498,462,1393,546,1302,273,133,567,11039,0,560,12236
2021-02-02,52430,441,2744,203,259,182,280,2975,1582,497,1456,567,1358,280,140,588,11522,0,574,12712
2021-02-03,54838,462,2912,210,273,196,308,3143,1652,532,1533,588,1442,294,154,630,12131,0,602,13307
2021-02-04,58569,511,3255,231,294,203,336,3535,1820,588,1701,658,1589,329,168,686,12922,0,644,14196
2021-02-05,64078,595,3850,266,336,231,385,4039,2079,679,1946,763,1799,385,217,791,14098,0,693,15512
2021-02-06,71897,672,4487,301,357,273,420,4606,2303,756,2233,847,1960,427,252,889,15862,0,847,17143
2021-02-07,75320,714,4830,308,378,287,441,4907,2415,812,2401,896,2030,462,273,945,16632,0,868,17913
2021-02-08,79107,756,5222,336,385,301,476,5159,2548,889,2541,959,2135,476,287,1015,17493,0,903,18739
2021-02-09,83510,833,5873,350,420,322,518,5502,2772,973,2772,1036,2275,525,315,1141,18536,0,945,19726
2021-02-10,88900,917,6440,385,441,336,560,6209,3031,1071,3101,1113,2429,581,343,1246,19775,0,1001,20965
2021-02-11,94906,1001,6979,413,469,364,595,6643,3318,1176,3339,1197,2604,623,378,1330,21028,0,1064,22379
2021-02-12,107387,1169,8015,476,518,406,679,7693,3780,1323,3773,1372,2891,693,434,1533,23849,0,1183,25130
2021-02-13,123851,1414,9415,539,567,469,791,8757,4368,1477,4389,1547,3164,784,518,1771,27916,0,1365,28980
2021-02-14,132468,1547,10402,581,609,525,861,9632,4732,1624,4858,1659,3332,833,574,1918,30149,0,1428,31262
2021-02-15,143395,1666,11137,602,630,567,910,10423,5103,1792,5264,1778,3542,882,623,2065,32732,0,1582,33915
2021-02-16,156457,1813,12019,644,672,616,987,11046,5572,1925,5635,1918,3766,945,693,2240,35707,0,1687,37240
2021-02-17,171367,1974,12894,700,721,658,1057,11914,6069,2100,6013,2051,3997,1001,742,2422,39137,0,1792,41076
2021-02-18,192983,2163,14238,777,791,707,1183,12999,6944,2324,6664,2254,4298,1106,833,2688,44247,0,1988,46627
2021-02-19,217021,2408,15743,882,854,791,1323,14098,7721,2639,7210,2457,4683,1225,966,2968,50015,0,2191,52493
2021-02-20,258300,2821,18354,1015,952,903,1505,15582,8631,3017,8106,2835,5180,1386,1155,3451,59570,0,2653,63378
2021-02-21,268856,2926,19208,1050,994,938,1568,16394,9163,3213,8442,2940,5348,1442,1239,3619,62076,0,2730,66045
2021-02-22,285866,3094,20398,1113,1057,1008,1659,17255,9744,3409,8911,3115,5614,1526,1337,3843,65653,0,2905,70399
2021-02-23,305053,3248,21511,1183,1106,1071,1743,18032,10276,3675,9240,3262,5866,1603,1428,4039,69321,0,3094,74949
2021-02-24,324597,3374,22547,1253,1148,1113,1848,18837,10829,3920,9674,3430,6125,1708,1512,4235,73500,0,3339,79891
2021-02-25,347228,3542,23898,1323,1190,1197,1988,19859,11683,4340,10206,3647,6426,1806,1603,4459,78589,0,3542,85771
2021-02-26,374241,3759,25543,1435,1274,1274,2107,20937,12397,4690,10717,3892,6818,1932,1729,4704,84672,0,3766,92589
2021-02-27,403452,4025,27461,1547,1358,1372,2275,22106,13468,5040,11354,4144,7224,2051,1883,5054,91238,0,4249,99743
2021-02-28,415702,4144,28560,1596,1414,1421,2359,22883,14000,5292,11725,4256,7462,2100,1974,5236,94255,0,4368,102977
2021-03-01,430850,4242,29491,1673,1456,1463,2429,23506,14553,5558,12047,4396,7700,2163,2065,5411,97587,0,4543,107051
2021-03-02,451255,4403,30835,1750,1505,1512,2527,24283,15176,5880,12516,4599,8071,2268,2198,5642,101633,0,4739,112035
2021-03-03,481691,4620,32620,1848,1596,1596,2681,25466,16219,6328,13111,4886,8540,2401,2345,5957,108290,0,4984,120596
2021-03-04,533106,4963,35595,2037,1736,1729,2919,27202,17836,6951,14105,5243,9156,2618,2604,6454,120260,0,5439,133735
2021-03-05,599473,5446,39753,2303,1918,1925,3248,29687,19586,7560,15309,5761,10038,2898,2905,7105,134841,0,6468,150591
2021-03-06,665021,5901,43897,2534,2100,2142,3619,32018,21644,8148,16576,6328,10983,3185,3276,7847,149653,0,7203,167496
2021-03-07,680701,6013,44975,2597,2149,2205,3717,32774,22344,8379,16926,6489,11263,3276,3388,8050,153125,0,7364,171619
2021-03-08,699811,6167,46179,2653,2205,2261,3801,33586,22967,8666,17325,6664,11592,3353,3479,8246,157129,0,7560,176407
2021-03-09,718396,6342,47642,2737,2275,2324,3913,34587,23828,9023,17808,6888,11970,3465,3605,8526,161336,0,7770,181223
2021-03-10,740292,6517,49399,2842,2352,2394,4067,35658,24668,9401,18340,7133,12509,3605,3787,8897,166187,0,7980,186998
2021-03-11,759122,6671,50834,2940,2422,2464,4207,36547,25396,9758,18781,7357,12985,3752,3913,9205,170219,0,8176,192073
2021-03-12,794472,6895,53228,3080,2541,2590,4396,37849,26537,10136,19467,7623,13552,3941,4095,9646,178598,0,8652,202013
2021-03-13,850416,7217,56742,3290,2695,2793,4690,39634,28532,10773,20510,8036,14294,4165,4403,10213,190043,0,9156,216041
2021-03-14,874636,7371,58212,3367,2751,2877,4802,40572,29155,11025,20944,8211,14630,4242,4578,10486,195734,0,9485,222194
2021-03-15,903721,7574,60179,3493,2870,2968,4963,41657,30121,11389,21574,8435,15064,4368,4767,10808,202181,0,9856,229663
2021-03-16,935228,7784,62363,3626,2975,3059,5152,42854,31318,11914,22183,8687,15582,4508,4977,11221,209048,0,10339,238154
2021-03-17,961954,8008,64449,3745,3066,3157,5320,43925,32333,12488,22778,8911,16079,4634,5173,11634,214998,0,10682,245210
2021-03-18,978481,8127,65681,3801,3115,3241,5432,44464,32998,12845,23163,9072,16408,4725,5306,11858,217826,0,10892,248990
2021-03-19,996072,8274,67032,3892,3185,3311,5551,45248,33621,13223,23590,9268,16793,4844,5418,12075,221018,0,11116,252861
2021-03-20,1016827,8435,68684,3983,3269,3395,5670,46144,34489,13531,24080,9492,17311,4949,5572,12313,224525,0,11347,257593
2021-03-21,1024926,8491,69363,4018,3311,3430,5733,46487,34895,13671,24297,9569,17514,5005,5642,12432,225813,0,11445,259448
2021-03-22,1031779,8554,69958,4060,3332,3465,5796,46774,35266,13818,24507,9688,17668,5054,5712,12551,227073,0,11536,261205
2021-03-23,1037666,8603,70574,4095,3360,3486,5852,47047,35630,14014,24689,9772,17906,5110,5782,12642,228165,0,11606,262605
2021-03-24,1039976,8624,70798,4109,3374,3500,5873,47145,35742,14084,24752,9814,17997,5138,5810,12677,228564,0,11627,263137
2021-03-25,1039983,8624,70798,4109,3374,3500,5873,47145,35742,14084,24752,9814,17997,5138,5810,12677,228564,0,11627,263144
total,2220869,20356,211624,13895,10514,8827,17143,108136,100639,32557,62447,34244,61075,18298,14343,37639,536354,0,27804,631162
